oid,gps,location
19796,"(24.173034667969,120.67824554443)",台中市
19797,"(23.904722222222,120.68416666667)",南投縣
1980,"(24.967222222222,121.54388888889)",新北市
19800,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19801,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19802,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19803,"(24.172901153564,120.67817687988,23.904722222222,120.68416666667)",台中市
19805,"(24.173044204712,120.67823028564)",台中市
19806,"(23.904722222222,120.68416666667)",南投縣
19807,"(23.904722222222,120.68416666667)",南投縣
19808,"(23.904722222222,120.68416666667)",南投縣
19815,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19816,"(24.17303276062,120.67824554443)",台中市
19817,"(24.172946929932,120.67825317383)",台中市
19818,"(24.173044204712,120.67823028564)",台中市
19819,"23.903611111111,120.6825,24.17303276062,120.67823791504,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
1982,"(24.967222222222,121.54388888889)",新北市
19821,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
19822,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19823,"24.172916412354,120.67831420898,24.172962188721,120.67833709717),(24.173021316528,120.67830657959",台中市
19824,"(23.904722222222,120.68416666667)",南投縣
19837,"(23.904722222222,120.68416666667)",南投縣
19839,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19840,"(24.173044204712,120.67823028564)",台中市
19841,"(23.904722222222,120.68416666667)",南投縣
19844,"(24.172946929932,120.67825317383)",台中市
19845,"(24.17303276062,120.67824554443)",台中市
19846,"(24.17303276062,120.67824554443)",台中市
19850,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19852,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19853,"23.903611111111,120.6825,24.17303276062,120.67823791504,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19854,"23.903611111111,120.6825,24.17303276062,120.67823791504,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19855,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19856,"(24.172946929932,120.67825317383)",台中市
19857,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19858,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19860,"(23.904722222222,120.68416666667)",南投縣
19862,"(23.904722222222,120.68416666667)",南投縣
19864,"23.903611111111,120.6825,24.17303276062,120.67823791504,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19865,"(24.17303276062,120.67824554443)",台中市
19866,"24.172916412354,120.67831420898,24.172962188721,120.67833709717),(24.173021316528,120.67830657959",台中市
19867,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,(24.172821044922,120.67840576172,24.172929763794,120.6782989502",台中市
19868,"(23.904722222222,120.68416666667)",南投縣
19869,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
1987,"(24.967222222222,121.54388888889)",新北市
19870,"(23.904722222222,120.68416666667)",南投縣
19873,"24.173017501831,120.6782989502),(24.173063278198,120.67830657959",台中市
19874,"23.903611111111,120.6825,23.888888888889,120.70916666667,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.888611111111,120.70916666667,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19875,"(24.173034667969,120.67824554443)",台中市
19876,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19877,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19881,"(23.904722222222,120.68416666667)",南投縣
19884,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19885,"(24.173044204712,120.67823028564)",台中市
19887,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
19888,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
19892,"(24.172933578491,120.67826843262)",台中市
19893,"(24.172946929932,120.67825317383)",台中市
19894,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
19895,"(24.173034667969,120.67824554443)",台中市
19896,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19897,"(23.904722222222,120.68416666667)",南投縣
19898,"(24.172901153564,120.67817687988,23.904722222222,120.68416666667)",台中市
19899,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19900,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19901,"23.903611111111,120.6825,24.17303276062,120.67823791504,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19902,"(24.17303276062,120.67824554443)",台中市
19903,"(24.173044204712,120.67823028564)",台中市
19904,"(24.172946929932,120.67825317383)",台中市
19905,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19906,"(24.173065185547,120.67821502686,23.888611111111,120.70916666667),23.888888888889,120.70916666667",台中市
19907,"(24.173065185547,120.67821502686,23.888611111111,120.70916666667),23.888888888889,120.70916666667",台中市
19908,"23.903611111111,120.6825,23.888888888889,120.70916666667,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.888611111111,120.70916666667,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19909,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19910,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
19912,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19913,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19915,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19916,"(24.173044204712,120.67823028564)",台中市
19919,"(24.173034667969,120.67824554443)",台中市
19922,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,(24.172821044922,120.67840576172,24.172929763794,120.6782989502",台中市
19923,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19924,"24.172916412354,120.67831420898,24.172962188721,120.67833709717),(24.173021316528,120.67830657959",台中市
19925,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
19926,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
19927,"(24.172946929932,120.67825317383)",台中市
19928,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
19929,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,24.172979354858,120.67826843262,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19934,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
19935,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
19937,"24.172916412354,120.67831420898,24.172962188721,120.67833709717),(24.173021316528,120.67830657959",台中市
19938,"23.903611111111,120.6825,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903888888889,120.68305555556,23.903055555556,120.68194444444,23.8925,120.68166666667),23.898888888889,120.68388888889,23.897777777778,120.68333333333,23.898055555556,120.68333333333,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.8925,120.68194444444,23.904722222222,120.68416666667,23.8925,120.68138888889,23.893333333333,120.68194444444,23.893611111111,120.68194444444,23.892777777778,120.68194444444,23.896666666667,120.68305555556,23.901111111111,120.68361111111,23.9,120.68416666667,23.894166666667,120.68222222222,23.895833333333,120.68277777778,23.899444444444,120.68388888889,23.892777777778,120.68138888889,23.903333333333,120.68194444444,23.895277777778,120.6825,23.8925,120.68111111111,23.904444444444,120.68416666667,23.897222222222,120.68333333333,23.904166666667,120.68361111111,23.900555555556,120.68388888889,23.902222222222,120.68277777778,23.898333333333,120.68361111111",南投縣
19939,"(23.904722222222,120.68416666667)",南投縣
19945,"23.840555555556,120.6875,(23.840555555556,120.68722222222,23.841388888889,120.68722222222,23.841111111111,120.68805555556,23.840833333333,120.68722222222,23.840277777778,120.68916666667,23.840833333333,120.6875)",南投縣
19949,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686,23.904722222222,120.68416666667",台中市
19951,"(24.172946929932,120.67825317383)",台中市
19953,"(24.17303276062,120.67824554443)",台中市
19954,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
19955,"(24.173034667969,120.67824554443)",台中市
19956,"23.888611111111,120.70916666667),(23.888888888889,120.70916666667",南投縣
