oid,gps,location
107698,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686",台中市
10770,"23.899444444444,120.68388888889,23.898611111111,120.68388888889,23.903888888889,120.68277777778,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.904166666667,120.68333333333,23.900555555556,120.68416666667,23.901388888889,120.68305555556,23.9,120.68416666667,23.893611111111,120.68194444444,23.893888888889,120.68194444444,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.901111111111,120.68361111111,23.893055555556,120.68194444444,23.902222222222,120.6825,23.8975,120.68333333333,23.893333333333,120.68194444444,23.903055555556,120.68194444444,23.894722222222,120.68222222222,23.904722222222,120.68416666667,23.893055555556,120.68166666667,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.900833333333,120.68388888889,23.901388888889,120.68333333333,23.894166666667,120.68222222222,23.904444444444,120.68361111111,23.898055555556,120.68333333333,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.897222222222,120.68305555556,23.8925,120.68166666667),23.899722222222,120.68388888889,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903333333333,120.68194444444,23.903611111111,120.68222222222,23.901944444444,120.68277777778,23.897777777778,120.68333333333",南投縣
107700,"(23.892972946167,120.68190765381)",南投縣
107708,"(24.173044204712,120.67823028564)",台中市
107713,"(24.172946929932,120.67825317383)",台中市
107716,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,24.172979354858,120.67826843262,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
107718,"(24.172946929932,120.67825317383)",台中市
10772,"23.899444444444,120.68388888889,23.898611111111,120.68388888889,23.903888888889,120.68277777778,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.904166666667,120.68333333333,23.900555555556,120.68416666667,24.17303276062,120.67823791504,23.901388888889,120.68305555556,23.9,120.68416666667,23.893611111111,120.68194444444,23.893888888889,120.68194444444,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.901111111111,120.68361111111,23.893055555556,120.68194444444,23.902222222222,120.6825,23.8975,120.68333333333,23.893333333333,120.68194444444,23.903055555556,120.68194444444,23.894722222222,120.68222222222,23.904722222222,120.68416666667,23.893055555556,120.68166666667,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.900833333333,120.68388888889,23.901388888889,120.68333333333,23.894166666667,120.68222222222,23.904444444444,120.68361111111,23.898055555556,120.68333333333,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.897222222222,120.68305555556,23.8925,120.68166666667),23.899722222222,120.68388888889,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903333333333,120.68194444444,23.903611111111,120.68222222222,23.901944444444,120.68277777778,23.897777777778,120.68333333333",南投縣
107724,"(24.173034667969,120.67824554443)",台中市
107726,"24.172924041748,120.6782913208),(24.172821044922,120.67840576172,24.172866821289,120.67832946777,24.172929763794,120.6782989502",台中市
10773,"24.172962188721,120.67833709717),(24.173021316528,120.67830657959,24.172916412354,120.67831420898",台中市
107732,"(24.172901153564,120.67817687988)",台中市
107736,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686",台中市
107743,"(23.904764175415,120.68431091309)",南投縣
107746,"(24.155277777778,120.67638888889)",台中市
107749,"(23.888888888889,120.70916666667,23.888611111111,120.70944444444,23.888333333333,120.70944444444,24.173065185547,120.67821502686),23.888611111111,120.70916666667",南投縣
107751,"23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70916666667),(23.888611111111,120.70944444444",南投縣
107753,"23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70916666667),(23.888611111111,120.70944444444",南投縣
107755,"(24.17303276062,120.67824554443)",台中市
107757,"23.888333333333,120.70916666667,(23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70944444444),23.888611111111,120.70916666667",南投縣
107766,"(23.892972946167,120.68190765381)",南投縣
10777,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686",台中市
10779,"(24.172901153564,120.67817687988)",台中市
107791,"(23.904764175415,120.68431091309)",南投縣
10781,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686",台中市
107815,"23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70916666667),(23.888611111111,120.70944444444",南投縣
107819,"(23.892777777778,120.68194444444)",南投縣
107823,"23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70916666667),(23.888611111111,120.70944444444",南投縣
107825,"(24.17303276062,120.67824554443)",台中市
107827,"23.888333333333,120.70916666667,(23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70944444444),23.888611111111,120.70916666667",南投縣
107830,"(23.888888888889,120.70916666667,23.888611111111,120.70944444444,23.888333333333,120.70944444444,24.173065185547,120.67821502686),23.888611111111,120.70916666667",南投縣
107833,"23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70916666667),(23.888611111111,120.70944444444",南投縣
107835,"23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70916666667),(23.888611111111,120.70944444444",南投縣
107837,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,24.172979354858,120.67826843262,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
107852,"(24.172946929932,120.67825317383)",台中市
107856,"24.172962188721,120.67833709717),(24.173021316528,120.67830657959,24.172916412354,120.67831420898",台中市
107860,"23.888888888889,120.70916666667,23.888333333333,120.70944444444,23.888611111111,120.70916666667),(23.888611111111,120.70944444444",南投縣
107862,"(24.17303276062,120.67824554443)",台中市
107864,"24.172924041748,120.6782913208),(24.172821044922,120.67840576172,24.172866821289,120.67832946777,24.172929763794,120.6782989502",台中市
107866,"(24.17303276062,120.67824554443)",台中市
107868,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,24.172979354858,120.67826843262,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
107870,"24.172962188721,120.67833709717),(24.173021316528,120.67830657959,24.172916412354,120.67831420898",台中市
107874,"(23.892777777778,120.68194444444,23.892777777778,120.68166666667,23.8925,120.68166666667)",南投縣
107875,"(24.173034667969,120.67824554443)",台中市
107877,"(24.17303276062,120.67824554443)",台中市
107879,"(24.172933578491,120.67826843262)",台中市
107881,"(23.904764175415,120.68431091309)",南投縣
107887,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,24.172979354858,120.67826843262,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
10789,"(24.172901153564,120.67817687988)",台中市
107892,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,24.172979354858,120.67826843262,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
107894,"(23.904764175415,120.68431091309)",南投縣
107909,"(23.892777777778,120.68194444444)",南投縣
10791,"23.899444444444,120.68388888889,23.898611111111,120.68388888889,23.903888888889,120.68277777778,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.904166666667,120.68333333333,23.900555555556,120.68416666667,24.17303276062,120.67823791504,23.901388888889,120.68305555556,23.9,120.68416666667,23.893611111111,120.68194444444,23.893888888889,120.68194444444,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.901111111111,120.68361111111,23.893055555556,120.68194444444,23.902222222222,120.6825,23.8975,120.68333333333,23.893333333333,120.68194444444,23.903055555556,120.68194444444,23.894722222222,120.68222222222,23.904722222222,120.68416666667,23.893055555556,120.68166666667,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.900833333333,120.68388888889,23.901388888889,120.68333333333,23.894166666667,120.68222222222,23.904444444444,120.68361111111,23.898055555556,120.68333333333,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.897222222222,120.68305555556,23.8925,120.68166666667),23.899722222222,120.68388888889,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903333333333,120.68194444444,23.903611111111,120.68222222222,23.901944444444,120.68277777778,23.897777777778,120.68333333333",南投縣
107914,"(23.892777777778,120.68194444444)",南投縣
10792,"23.899444444444,120.68388888889,23.898611111111,120.68388888889,23.903888888889,120.68277777778,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.904166666667,120.68333333333,23.900555555556,120.68416666667,23.901388888889,120.68305555556,23.9,120.68416666667,23.893611111111,120.68194444444,24.172979354858,120.67826843262,23.893888888889,120.68194444444,(23.892777777778,120.68166666667,23.901666666667,120.68305555556,23.901111111111,120.68361111111,23.893055555556,120.68194444444,23.902222222222,120.6825,23.8975,120.68333333333,23.893333333333,120.68194444444,23.903055555556,120.68194444444,23.894722222222,120.68222222222,23.904722222222,120.68416666667,23.893055555556,120.68166666667,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.900833333333,120.68388888889,23.901388888889,120.68333333333,23.894166666667,120.68222222222,23.904444444444,120.68361111111,23.898055555556,120.68333333333,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.897222222222,120.68305555556,23.8925,120.68166666667),23.899722222222,120.68388888889,23.902777777778,120.68222222222,23.900277777778,120.68416666667,23.903333333333,120.68194444444,23.903611111111,120.68222222222,23.901944444444,120.68277777778,23.897777777778,120.68333333333",南投縣
107928,"(23.892777777778,120.68194444444)",南投縣
107929,"(23.892777777778,120.68194444444)",南投縣
10793,"24.172962188721,120.67833709717),(24.173021316528,120.67830657959,24.172916412354,120.67831420898",台中市
107931,"(23.892777777778,120.68194444444)",南投縣
107939,"(24.155,120.67666666667,24.155277777778,120.67638888889),24.155277777778,120.67666666667",台中市
107945,"(23.904764175415,120.68431091309)",南投縣
107949,"(24.172946929932,120.67825317383)",台中市
107951,"(24.173044204712,120.67823028564)",台中市
107953,"(23.892777777778,120.68194444444)",南投縣
107956,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,24.172979354858,120.67826843262,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
107959,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686",台中市
107961,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
107969,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
107972,"(23.904764175415,120.68431091309)",南投縣
10799,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686",台中市
107997,"(24.155,120.67666666667,24.155277777778,120.67638888889),24.155277777778,120.67666666667",台中市
10800,"(24.17303276062,120.67824554443)",台中市
108001,"24.173015594482,120.67825317383),(24.173063278198,120.67821502686",台中市
108003,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
108006,"(23.904764175415,120.68431091309)",南投縣
108019,"24.172924041748,120.6782913208),(24.172821044922,120.67840576172,24.172866821289,120.67832946777,24.172929763794,120.6782989502",台中市
108021,"(23.904764175415,120.68431091309)",南投縣
108023,"23.899444444444,120.68388888889,23.900833333333,120.68444444444,23.904722222222,120.68472222222,23.899166666667,120.68388888889,23.892777777778,120.68194444444,23.904444444444,120.68416666667,23.901666666667,120.68472222222),23.900555555556,120.68416666667,23.9025,120.68527777778,23.900555555556,120.68444444444,23.904166666667,120.68555555556,23.9,120.68416666667,23.903888888889,120.68555555556,23.904444444444,120.68555555556,23.893611111111,120.68194444444,23.901388888889,120.68444444444,23.893888888889,120.68194444444,23.902777777778,120.68527777778,23.895,120.6825,23.904722222222,120.68444444444,23.904722222222,120.68527777778,23.8975,120.68333333333,23.893333333333,120.68194444444,23.905,120.68472222222,23.896111111111,120.68277777778,23.904764175415,120.68431091309,23.904722222222,120.68416666667,23.898611111111,120.68361111111,23.892777777778,120.68166666667,23.893055555556,120.68166666667,23.8925,120.68166666667,23.903055555556,120.68527777778,23.898333333333,120.68361111111,23.895277777778,120.6825,23.895833333333,120.68277777778,23.897222222222,120.68333333333,23.896944444444,120.68305555556,23.901111111111,120.68444444444,23.895555555556,120.68277777778,(23.905,120.685,23.901388888889,120.68472222222,23.903888888889,120.68583333333,23.903611111111,120.68555555556,23.9025,120.685,23.894166666667,120.68222222222,23.903333333333,120.68555555556,23.898055555556,120.68333333333,23.896666666667,120.68305555556,23.896388888889,120.68305555556,23.898055555556,120.68361111111,23.902222222222,120.685,23.897222222222,120.68305555556,23.899722222222,120.68388888889,23.900277777778,120.68416666667,23.903611111111,120.68583333333,23.898888888889,120.68361111111,23.905,120.68527777778,23.893888888889,120.68222222222,23.903055555556,120.68555555556,23.894444444444,120.68222222222,23.901944444444,120.68472222222,23.894722222222,120.6825,23.897777777778,120.68333333333",南投縣
108027,"(23.892777777778,120.68194444444)",南投縣
108035,"(24.172946929932,120.67825317383)",台中市
